"S_No","Price","Date of Transfer","Postcode","Town","District","County","Partial_Postcode"
54912,285000,2022,"BS7 0FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
54913,295000,2022,"BS5 6SE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
54917,275000,2022,"BS3 1AT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
54927,235000,2022,"BS7 9DQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
55048,215000,2022,"BS16 3DU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
55050,55000,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
55053,190000,2022,"TR3 6LD","TRURO","CORNWALL","CORNWALL","TR3 6"
55100,70000,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
55101,197500,2022,"TR18 3LY","PENZANCE","CORNWALL","CORNWALL","TR18 "
55143,223000,2022,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
55144,310000,2022,"TR26 2NU","ST IVES","CORNWALL","CORNWALL","TR26 "
55145,785000,2022,"TR27 5BA","HAYLE","CORNWALL","CORNWALL","TR27 "
55429,187000,2022,"BS5 8AL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
55466,92500,2022,"BS11 9QB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
55467,390000,2022,"BS6 6WB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
55468,175000,2022,"BS11 0DW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
55469,175000,2022,"BS11 0DW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
55470,330000,2022,"BS6 6AF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
55471,395000,2022,"BS8 1AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
55527,6e+05,2022,"TR13 9JS","HELSTON","CORNWALL","CORNWALL","TR13 "
55566,380000,2022,"PL26 8YW","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
55567,4e+05,2022,"TR19 6RU","PENZANCE","CORNWALL","CORNWALL","TR19 "
55624,275000,2022,"PL25 3RZ","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
55625,155875,2022,"TR8 5NZ","NEWQUAY","CORNWALL","CORNWALL","TR8 5"
55646,688000,2022,"BS9 1LU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
55661,240000,2022,"TR16 4LS","REDRUTH","CORNWALL","CORNWALL","TR16 "
55662,231000,2022,"TR4 8NH","TRURO","CORNWALL","CORNWALL","TR4 8"
55683,105000,2022,"TR18 3DW","PENZANCE","CORNWALL","CORNWALL","TR18 "
55697,312800,2022,"BS6 6AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
55719,393000,2022,"PL25 3SH","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
55734,455000,2022,"BS8 4BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
55788,785000,2022,"TR8 5FP","NEWQUAY","CORNWALL","CORNWALL","TR8 5"
55789,8e+05,2022,"PL25 3SG","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
55790,170000,2022,"TR11 5NA","FALMOUTH","CORNWALL","CORNWALL","TR11 "
55806,205000,2022,"TR27 6BA","HAYLE","CORNWALL","CORNWALL","TR27 "
55814,442500,2022,"BS6 6HL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
55830,110000,2022,"TR20 8YN","PENZANCE","CORNWALL","CORNWALL","TR20 "
55838,290000,2022,"PL25 3AP","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
55839,221000,2022,"PL13 1BH","LOOE","CORNWALL","CORNWALL","PL13 "
55847,655000,2022,"BS8 4BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
55897,245000,2022,"BS8 3DR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
55912,210000,2022,"BS9 1QA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
55913,233700,2022,"BS7 9LU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
55917,315500,2022,"BS3 1AR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
55935,148000,2022,"PL14 3PJ","LISKEARD","CORNWALL","CORNWALL","PL14 "
55945,410000,2022,"BS9 1PD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
55971,247500,2022,"BS13 8JY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS13 "
55972,175000,2022,"BS4 3LE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
55974,215000,2022,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
55975,62111,2022,"TR26 2RT","ST IVES","CORNWALL","CORNWALL","TR26 "
55988,625000,2022,"TR12 7BW","HELSTON","CORNWALL","CORNWALL","TR12 "
55998,1e+05,2022,"BS16 2EN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
56025,172500,2022,"TR26 2SX","ST IVES","CORNWALL","CORNWALL","TR26 "
56026,410000,2022,"TR27 5DD","HAYLE","CORNWALL","CORNWALL","TR27 "
56033,110693,2022,"TR27 5DA","HAYLE","CORNWALL","CORNWALL","TR27 "
56035,205000,2022,"TR4 8AW","TRURO","CORNWALL","CORNWALL","TR4 8"
56043,87500,2022,"BS16 2EN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
56049,320000,2022,"BS9 1QB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
56073,280000,2022,"PL11 3JR","TORPOINT","CORNWALL","CORNWALL","PL11 "
56074,215000,2022,"PL26 6TU","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
56080,85000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
56081,74500,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
56128,185750,2022,"TR11 5BJ","FALMOUTH","CORNWALL","CORNWALL","TR11 "
56129,290000,2022,"PL23 1PQ","FOWEY","CORNWALL","CORNWALL","PL23 "
56134,180000,2022,"PL11 3NH","TORPOINT","CORNWALL","CORNWALL","PL11 "
56135,170000,2022,"PL11 3NH","TORPOINT","CORNWALL","CORNWALL","PL11 "
56136,79400,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
56147,264000,2022,"BS3 3NQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
56148,579500,2022,"BS8 3DT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
56149,206000,2022,"BS16 3AT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
56150,185000,2022,"BS16 3AT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
56185,295000,2022,"TR20 8TL","PENZANCE","CORNWALL","CORNWALL","TR20 "
56192,250000,2022,"BS9 1PE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
56200,475000,2022,"BS8 1LX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
56201,465000,2022,"BS8 1LX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
56202,380000,2022,"BS6 5QQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
56232,495000,2022,"BS8 2AW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
56243,280000,2022,"BS5 0SQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 0"
56244,170000,2022,"BS8 4JW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
56267,536500,2022,"BS6 6NY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
56269,320000,2022,"BS8 4JF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
56306,855000,2022,"BS8 2DD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
56307,855000,2022,"BS8 3DX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
56308,320000,2022,"BS8 2BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
56309,725000,2022,"BS8 4EF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
56313,269500,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
56337,309010,2022,"BS3 1FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
56338,287500,2022,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
56339,256256,2022,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
56340,289000,2022,"BS3 3PD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
56341,280000,2022,"BS5 8FB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
56342,417500,2022,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
56343,248000,2022,"BS2 9NX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 9"
56364,330000,2022,"BS8 4LL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
56365,492000,2022,"BS8 2EJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
56366,330000,2022,"BS7 9LB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
56416,750000,2022,"BS8 4JU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
56417,605000,2022,"BS8 1SF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
56455,540000,2022,"BS9 1PE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
56456,215000,2022,"BS6 7RJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 7"
56572,250000,2022,"BS7 0FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
56574,10000,2022,"PL27 7TR","WADEBRIDGE","CORNWALL","CORNWALL","PL27 "
56610,250000,2022,"BS7 0FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
56611,250000,2022,"BS7 0FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
56615,427401,2022,"TR8 4SE","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
56636,410000,2022,"BS8 4LW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
56644,240000,2022,"BS8 4JF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
56757,355000,2022,"BS6 6ND","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
56765,340000,2022,"BS8 2BB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
56826,385000,2022,"BS9 1PD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
56978,138000,2022,"TR14 8FB","CAMBORNE","CORNWALL","CORNWALL","TR14 "
57062,147900,2022,"TR26 2SF","ST IVES","CORNWALL","CORNWALL","TR26 "
57068,30000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
57069,42000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
57070,835000,2022,"PL27 6NW","WADEBRIDGE","CORNWALL","CORNWALL","PL27 "
57108,130000,2022,"BS3 4EX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
57109,110000,2022,"BS3 4EX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
57110,1e+05,2022,"BS8 2DJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
57111,225000,2022,"TR2 5NH","TRURO","CORNWALL","CORNWALL","TR2 5"
57151,465000,2022,"BS8 4HB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
57152,540000,2022,"PL26 6EB","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
57192,325000,2022,"BS8 1JP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
57527,66000,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
57662,570000,2022,"TR26 2RE","ST IVES","CORNWALL","CORNWALL","TR26 "
57715,245000,2022,"TR4 9LF","TRURO","CORNWALL","CORNWALL","TR4 9"
57725,245000,2022,"TR12 7EN","HELSTON","CORNWALL","CORNWALL","TR12 "
57776,225000,2022,"BS3 3NG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
57777,165000,2022,"BS10 5DX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS10 "
57778,165000,2022,"BS10 5DX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS10 "
57815,795000,2022,"BS8 4JP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
57816,402000,2022,"BS8 1LR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
57817,262000,2022,"BS3 1FH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
57818,615600,2022,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
57819,405000,2022,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
57820,414000,2022,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
57821,337500,2022,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
57822,585000,2022,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
57860,465000,2022,"BS8 1LP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
57866,165000,2022,"BS15 1TB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
57867,172000,2022,"BS15 8AF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
58197,150000,2022,"BS5 0JG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 0"
58560,5000,2022,"BS3 1BN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
58602,160000,2022,"TR2 5NH","TRURO","CORNWALL","CORNWALL","TR2 5"
58608,230000,2022,"TR26 2FZ","ST IVES","CORNWALL","CORNWALL","TR26 "
58655,190000,2022,"TR26 2PH","ST IVES","CORNWALL","CORNWALL","TR26 "
58656,220000,2022,"TR26 2PH","ST IVES","CORNWALL","CORNWALL","TR26 "
58708,258500,2022,"PL26 6AP","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
58709,165000,2022,"TR6 0HT","PERRANPORTH","CORNWALL","CORNWALL","TR6 0"
58710,495000,2022,"TR3 7JR","TRURO","CORNWALL","CORNWALL","TR3 7"
58759,610000,2022,"TR11 5FX","FALMOUTH","CORNWALL","CORNWALL","TR11 "
58841,1e+05,2022,"TR4 8AP","TRURO","CORNWALL","CORNWALL","TR4 8"
58842,380000,2022,"TR19 6DB","PENZANCE","CORNWALL","CORNWALL","TR19 "
58854,280000,2022,"BS3 1GB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
58855,280000,2022,"BS3 1GB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
58856,280000,2022,"BS3 1GB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
58857,280000,2022,"BS3 1GB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
58858,280000,2022,"BS3 1GB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
58859,280000,2022,"BS3 1GB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
58860,215000,2022,"BS3 1GD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
58861,290000,2022,"BS3 1GD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
58862,214999,2022,"BS3 1GD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
58863,104500,2022,"BS16 3XL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
58881,535000,2022,"TR26 2JS","ST IVES","CORNWALL","CORNWALL","TR26 "
58952,140000,2022,"PL13 1AL","LOOE","CORNWALL","CORNWALL","PL13 "
58953,255000,2022,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
58959,695000,2022,"BS8 4LW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
58974,347500,2022,"TR27 4PN","HAYLE","CORNWALL","CORNWALL","TR27 "
58987,240000,2022,"TR16 5QS","REDRUTH","CORNWALL","CORNWALL","TR16 "
58988,180000,2022,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
59003,91000,2022,"TR14 8PF","CAMBORNE","CORNWALL","CORNWALL","TR14 "
59004,360000,2022,"TR26 2QS","ST IVES","CORNWALL","CORNWALL","TR26 "
59005,650000,2022,"PL23 1PL","FOWEY","CORNWALL","CORNWALL","PL23 "
59006,255000,2022,"PL26 7AB","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
59038,268500,2022,"TR8 5DN","NEWQUAY","CORNWALL","CORNWALL","TR8 5"
59039,175000,2022,"TR11 5BJ","FALMOUTH","CORNWALL","CORNWALL","TR11 "
59040,84000,2022,"EX23 9DA","BUDE","CORNWALL","CORNWALL","EX23 "
59059,33500,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
59097,237000,2022,"TR4 9EY","TRURO","CORNWALL","CORNWALL","TR4 9"
59121,705000,2022,"TR26 2PU","ST IVES","CORNWALL","CORNWALL","TR26 "
59122,440000,2022,"PL14 5QS","LISKEARD","CORNWALL","CORNWALL","PL14 "
59123,162000,2022,"TR14 8QL","CAMBORNE","CORNWALL","CORNWALL","TR14 "
59174,107000,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
59175,210000,2022,"TR3 6LD","TRURO","CORNWALL","CORNWALL","TR3 6"
59176,77000,2022,"TR26 2RP","ST IVES","CORNWALL","CORNWALL","TR26 "
59230,430000,2022,"TR27 6EE","HAYLE","CORNWALL","CORNWALL","TR27 "
59231,375000,2022,"PL13 2SB","LOOE","CORNWALL","CORNWALL","PL13 "
59286,350000,2022,"TR2 5NH","TRURO","CORNWALL","CORNWALL","TR2 5"
59287,592000,2022,"TR19 7AX","PENZANCE","CORNWALL","CORNWALL","TR19 "
59321,335000,2022,"PL11 3EF","TORPOINT","CORNWALL","CORNWALL","PL11 "
59322,149500,2022,"PL24 2NH","PAR","CORNWALL","CORNWALL","PL24 "
59449,197000,2022,"BS6 5EZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
59450,385000,2022,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
59486,214775,2022,"BS5 6SE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
59494,239000,2022,"BS5 6PX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
59510,260000,2022,"BS3 1RF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
59511,245000,2022,"BS5 6HB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
59512,220000,2022,"BS9 3ED","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 3"
59522,145000,2022,"BS11 9AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
59539,80000,2022,"BS3 3NA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
59540,238299,2022,"BS4 3EA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
59541,169950,2022,"BS8 2JT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
59565,255500,2022,"BS6 6RH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
59579,207500,2022,"BS8 4JW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
59580,187000,2022,"BS5 7PG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 7"
59581,230000,2022,"BS4 3EN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
59582,280000,2022,"BS3 1RS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
59586,255000,2022,"BS5 0SQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 0"
59587,190000,2022,"BS3 3NB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
59588,385000,2022,"BS7 9LS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
59589,378000,2022,"BS7 9LR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
59624,263500,2022,"BS5 8AF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
59630,799950,2022,"BS8 3BB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
59632,251000,2022,"BS7 8NR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
59670,275000,2022,"BS3 1FH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
59671,377650,2022,"BS3 1FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
59672,319000,2022,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
59673,327500,2022,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
59724,5e+05,2022,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
59725,7e+05,2022,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
59798,515000,2022,"BS8 3BA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
59823,285000,2022,"BS9 3BL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 3"
59873,383701,2022,"BS6 5SJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
59925,267500,2022,"BS6 5SJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
59977,396000,2022,"BS8 4BQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
60013,185000,2022,"BS4 5RT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 5"
60014,405000,2022,"BS4 5RT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 5"
60015,180000,2022,"BS15 1PB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
60016,3e+05,2022,"BS6 6HZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
60017,184000,2022,"BS13 8EX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS13 "
60047,307000,2022,"BS6 5AW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
60064,258250,2022,"BS5 8AL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
60065,201500,2022,"BS5 6SB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
60066,220000,2022,"BS7 9RF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
60067,341000,2022,"BS3 1DL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
60124,351500,2022,"BS7 9EU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
60180,415000,2022,"TR16 4PE","REDRUTH","CORNWALL","CORNWALL","TR16 "
60181,995000,2022,"PL27 6US","WADEBRIDGE","CORNWALL","CORNWALL","PL27 "
60857,345000,2022,"TR16 4PE","REDRUTH","CORNWALL","CORNWALL","TR16 "
60858,4e+05,2022,"TR16 4PE","REDRUTH","CORNWALL","CORNWALL","TR16 "
60859,340000,2022,"TR16 4PE","REDRUTH","CORNWALL","CORNWALL","TR16 "
60866,226905,2022,"TR11 5PF","FALMOUTH","CORNWALL","CORNWALL","TR11 "
60867,295000,2022,"TR11 5PF","FALMOUTH","CORNWALL","CORNWALL","TR11 "
60897,515000,2022,"TR16 4NE","REDRUTH","CORNWALL","CORNWALL","TR16 "
60990,153000,2022,"BS15 8AZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
61076,172500,2022,"BS2 8HT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 8"
61172,156000,2022,"TR11 5BJ","FALMOUTH","CORNWALL","CORNWALL","TR11 "
61173,325000,2022,"PL25 3SH","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
61174,175000,2022,"TR2 5NH","TRURO","CORNWALL","CORNWALL","TR2 5"
61175,221000,2022,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
61205,175000,2022,"TR11 5BJ","FALMOUTH","CORNWALL","CORNWALL","TR11 "
61206,230000,2022,"PL23 1PL","FOWEY","CORNWALL","CORNWALL","PL23 "
61216,466500,2022,"TR7 3DR","NEWQUAY","CORNWALL","CORNWALL","TR7 3"
61224,82900,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
61243,380000,2022,"TR26 2QH","ST IVES","CORNWALL","CORNWALL","TR26 "
61244,155000,2022,"TR3 7AY","TRURO","CORNWALL","CORNWALL","TR3 7"
61251,320000,2022,"TR26 3EJ","ST IVES","CORNWALL","CORNWALL","TR26 "
61259,6e+05,2022,"TR19 6PT","PENZANCE","CORNWALL","CORNWALL","TR19 "
61260,525000,2022,"TR27 6PR","HAYLE","CORNWALL","CORNWALL","TR27 "
61261,1035000,2022,"PL25 3GN","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
61262,445000,2022,"TR16 4PE","REDRUTH","CORNWALL","CORNWALL","TR16 "
61263,695000,2022,"TR16 5FE","REDRUTH","CORNWALL","CORNWALL","TR16 "
61267,320000,2022,"TR11 5TR","FALMOUTH","CORNWALL","CORNWALL","TR11 "
61275,464850,2022,"BS8 2BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
61313,410000,2022,"TR16 4PE","REDRUTH","CORNWALL","CORNWALL","TR16 "
61314,1060000,2022,"PL25 3GN","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
61327,249000,2022,"BS6 5EZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
61328,303000,2022,"BS6 5HU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
61367,440000,2022,"BS8 4NL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
61368,242000,2022,"BS3 1RS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
61369,252500,2022,"BS3 4EJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
61370,175000,2022,"BS3 3LL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
61371,211000,2022,"BS3 5DP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 5"
